area,dlg_file,character,line_type,conv_position,strref,voice_file,voice_actor,text
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,48,57760,,,"*""Yesss...""* Ignus cackles. *""Yessssss... the face hassss changed... but many lesssonssss you taught Ignussss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,49,57768,,,"*""Insssside all thingssss... tiny flamessss... the ssss'PARK, the flamesss, the SSSSAME... no matter what the sssskin... ssskin can bleed... ssskin can burn... but the INNER flame remainssssss...""* "
Companion Dialog (Any Area),DIGNUS,Ignus,narration,50,57776,,,"Ignus hisses... and for a moment, his *features* flicker - at first, you think it's the flames, but it's not... it's the flickering of *memory*..."
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,51,57779,,,"Your vision clears, the memory streaming away like smoke. Ignus is hovering above you, his head cocked to one side, and an insane, blackened grin smeared across his face... *""Masssster... Ignusssss hasss NOT forgotten your teachingsss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,narration,52,57783,,,"The crackling of Ignus' flames subsides, lessening as the charred bones of Ignus' body fold up, twisting into itself until his limbs lie motionless, becoming a stack of wood within a huge iron fireplace... you are staring into a fire, burning brightly within a vaulted room. The fire crackles and spits embers onto the stone floor, motes rising from the fireplace. Faintly, from the darkness behind you, you can hear the rasp of someone breathing."
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,53,57786,,,"There is the shuffling of sandals, and a frail youth steps into the edges of the firelight. His wide, black eyes catch the flames and mirror them. He is nervous - you can hear his muscles shaking, his voice trembling - just enough to increase your irritation. ""Forgive my intrusion, master. I-"""
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,54,57789,,,"The boy takes a deep breath, and glances at the fire. ""Master, I... dreamed of flames again, last night... they felt real, and you said that we were to come to you if-"""
Companion Dialog (Any Area),DIGNUS,Ignus,narration,55,57792,,,"The boy does not move - his brows draw together, and slowly, he displays his hands. The flesh around the fingers... blackened, burned. "
Companion Dialog (Any Area),DIGNUS,Ignus,spoken,56,57795,,,"""I awoke and my hands were as ash."" The boy meets your gaze; he is still trembling, faintly, but there is an eagerness in his voice which angers you. ""I dreamed I soared above the earth and the ground and sky were as fire. The world itself was so bright that it... hurt to look at it, master. And when I awoke, my hands... they were burned, as if I had held a flame within my hands."""
Companion Dialog (Any Area),DIGNUS,Ignus,spoken,57,57798,,,"""No, master..."" The boy's face glistens with a sweaty sheen of fear. ""No, upon my life, I do not!"""
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,58,57801,,,"The boy falls silent, and to your surprise, his face clenches in anger. ""No. I do not lie. It was the *dream* that burned me, master, as you said it might if we felt the power stirring. They were *your* words, and I came to *repeat* them to you and tell you they are *true.*"" He holds up his hands. ""Look, master..."""
Companion Dialog (Any Area),DIGNUS,Ignus,narration,59,57804,,,"Before the boy can react, your hand - huge in comparison - lashes out, crushing his burned hands in its grip, and the boy screams, echoing in the vault. With a snarl, you hurl him to the ground in front of the fireplace, and there is a sharp *crack* as his knees strike the flagstones."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,60,57807,,,"The boy is shuddering from the pain from his knees... you watch tears blur his eyes as he raises his head to look into the fireplace. The flames cast his face in a red, gaunt glow..."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,61,57810,,,"The boy is silent, staring into the flames. He seems mesmerized. His tears have dried in the heat, and the shaking is gone. The flames are his focus. He is not LISTENING to you, and you feel fury washing over you."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,62,57814,,,"Your hand lashes out and clamps onto the boy's wrist. He howls as you drag him closer to the fireplace, then thrust his hands into the coals - there is a crackling, a hissing of burning flesh, and his *screams* - such terrible, yet -"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,63,57819,,,"*""Ssss... Ignussss once knew *much*... no longer... Ignussss burnnssss... in sssuffering, Ignusssss learnssss...""* A tiny flame gusts from his mouth, like laughter, and a stream of embers spits forth. *""Ssssuffer... learn...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,narration,64,57824,,,"As you are about to speak the words, you feel a crawling sensation in the back of your skull... and you are suddenly struck with the certainty, that the knowledge Ignus has to teach may permanently scar you... but you don't know *how* you know this."
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,65,57829,,,"*""Ssssufffer...?""* Flames flicker eagerly along the edges of Ignus' mouth, spiraling up along the melted ruin of his face. *""Burnnnnn? Piecesssss of sssself are burnnned away... sssss... Ignusss... Ignusss may ssstill teach *MUCH.*""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,66,57836,,,"*""Where flamessss once burnnned, one may ssssend them again...""* Before you can react, Ignus' claw lashes out and clutches your finger, and with a greedy *hssssss,* he BURNS it, and through the searing pain, you close your eyes and SCREAM..."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,67,57837,,,"You force your eyes open to see the burning mass of your hand from where Ignus touched it... he floats above, uncaring, cradling your finger, then *snaps* the tip off, leaving just the base. He *hsses,* cinders and ash drifting from his mouth, and he flicks the charred remains of your finger back to you."
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,68,57840,,,"*""Teachingsssss...""* Ignus cackles, the sound now strangely painful to your ears. *""To learn, one must ssssufffer.""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,69,57845,,,"*""Yesssssssss...""* Before you can react, Ignus' claws lash out and clutch your left hand, and with a mad cackle, and with a greedy *hssssss,* he BURNS it, and through the searing pain, you close your eyes and SCREAM..."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,70,57846,,,"You force your eyes open to see the burning mass of your hand from where Ignus touched it... only a blackened *stump* remains, twitching, blood steaming from it. Ignus seems oblivious to your pain - his attention is devoted to your severed hand, which he is holding, admiring it like a trophy. "
Companion Dialog (Any Area),DIGNUS,Ignus,narration,71,57848,,,"Ignus ignores you; you watch as flames from his hands encircle your severed hand like a wreath, slowly burning the last remains of flesh from it, like a sculptor, until only the fused bone remains. He gives a long, low *hssssss* and then flings his 'creation' back to you; you manage to catch it in your remaining hand. You notice the flesh of your severed hand is re-knitting itself, slowly, painfully... it looks like it's regrowing. "
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,72,57851,,,"*""Teachingsssss...""* Ignus cackles, the sound now strangely painful to your ears. *""To learn, one must ssssufffer.""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,73,57856,,,"*""Ssssss...""* Ignus hurls himself into the air, leaving a hissing flame trail as he rises. *""No more! Piecesssss of sssself are burnnned away... sssss... Ignusss... yet no more of ssssharing will Ignusss teach...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,narration,74,57862,,,"Ignus lashes out again, his finger like a spear... but he doesn't strike for the eye that you can remove; instead, he impales your OTHER eye. There is no pain for a moment, only surprise, then you *scream,* as Ignus lets lose a stream of flames into your socket. They seem to eat into your skull ... the hiss of burning flesh fills your nostrils and smoke clouds your vision... "
Companion Dialog (Any Area),DIGNUS,Ignus,narration,75,57863,,,"You force your eyes open through your bloodied vision - yet only ONE eye opens - you can barely make out, Ignus, hovering in the air in front of you, his hands cupping a small orb of flame in his hands - your eye, seemingly untouched by the heat. As you watch, his hands cover the eye, and you feel a second burning pain in your eye socket..."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,76,57864,,,"And suddenly, even through the searing pain, you can see correctly again... Ignus opens his hand, and within it, you can see the ruined mass of your eyeball, barely recognizable... yet... your eye is still in its socket. He cackles, and with a breath of flame, the eyeball rises from his grasp and drifts over to you, like a flake of ash in the air. "
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,77,57867,,,"Tiny snakes of flame spiral from Ignus' ruined sockets, traveling up past his charred skull. *""More teachingsssss...""* The two snakes of flame circle around behind him, then flare into torches in his hands. *""More sufferingssss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,narration,78,57872,,,"Ignus cocks his head as you hold up your intestines, then he suddenly swoops in and snatches it from your grasp. Holding it, he strings it between two hands, like rope, and he *hssssssss* to himself... you watch the intestines steam as he holds them, turning black... and you feel a slow, burning pain in your abdomen..."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,79,57873,,,"Ignus strings out the intestines, handspan by handspan, and as he lets each length fall from his grasp, it starts rotating around him like a spiral, snaking in a slow pattern, each portion being roasted by his flames - there seems to be some dancing pattern to the way the flames are touching the strip of intestines, slowly blackening them, until it looks like a long string of charred meat..."
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,80,57874,,,"The burning in your abdomen makes you wince, but it's nothing compared to the pain you felt when Ignus charred the other portions of your body. You watch your burning guts spiral in Ignus' flames, then suddenly, they gutter out, and they fall into Ignus' hands. He gives a *hssssss* and throws them to you. *""MUCH powersssss in an im'mortalsssss organsss...""*"
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,81,57877,,,"*""Flamesssss... no... tormentssssss...""* Ignus slowly turns, twisting above the ground; he may have heard you, but you don't know if the words *meant* anything to him..."
Companion Dialog (Any Area),DIGNUS,Ignus,mixed,82,57882,,,"Ignus stops instantly, and he whirls on you, *new* flames bleeding from his chest and skull in a horrid crackling mass... it's like a nest of flaming snakes suddenly erupted from hidden recesses on Ignus' body. *""Sssssssupplicant NO MORE isssss Ignussssss...! Ssssspeak ssssuch again, and Ignusssss will BURNNN you!""*"
Companion Dialog (Any Area),DIGNUS,Ignus,narration,83,57887,,,"You hold your charred intestines in your hand; they look like a blackened rope. Ignus hovers above you, tiny motes of ash drifting from his burning, emaciated frame."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,91,68216,,,"Ignus stirs, the air around him flickering slightly, almost enough to bring him to life."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,93,68388,,,"There is a rush of flames and heat, and Ignus soars into the air, the air *bending* from the thermals streaming from his body. He turns to you, his eyes like portals to the hells, and he gives a low, lingering hiss - but there is no menace in it, only a wariness, a caution you haven't heard before."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,94,68390,,,"Ignus stares at you; his expression is unreadable past the ruins of his face - and suddenly, you know what Ignus desires."
Companion Dialog (Any Area),DIGNUS,Ignus,narration,96,68395,,,"Ignus says nothing to this, merely bows. The flames crackle around his form; wisps of ash swirl around him, like tiny leaves."
Mortuary,DMORTE2,Morte,spoken,0,41144,41144.wav,sevrL_bats,"""Pssst... Some advice, chief: I'd keep it quiet from here on - no need to put any more corpses in the dead-book than necessary... especially the femmes. Plus, killing them might draw the caretakers here."""
